3855	2188
4804	1828
3182	950
2335	6815
520	5819
8015	6700
2313	5922
1146	1603
736	6162
2166	2994
8405	3329
5794	2223
5903	3284
1209	8024
257	4955
357	6647
7921	5105
4127	409
4742	3960
2467	8549
8005	5474
83	6581
491	5092
4595	4243
3892	875
4821	4747
1458	7363
2865	4905
7745	7463
5307	7891
5633	7776
1728	3430
7249	245
7729	6444
3355	1787
4974	2176
3970	5111
4831	5907
4900	2023
1293	5148
6638	1842
7498	7435
2219	1939
6864	7343
5163	1737
8349	3237
3623	7903
5409	1725
1436	7464
2049	768
3067	5208
8458	7633
3940	8234
7950	8118
4026	7842
4791	6261
3373	3923
1080	5194
5564	1077
1988	884
6345	3361
6921	480
5664	7693
4672	1947
376	8028
720	4060
5723	5286
6970	233
6953	2658
3078	2451
3977	3943
2505	2545
658	2018
6720	3389
6040	7658
5816	7505
1403	36
2083	5044
924	5332
7514	5562
5341	664
7428	647
3991	4999
7951	6885
2232	5949
1592	3402
2376	1661
6682	3125
4199	1978
7064	3884
5414	2307
2969	2349
4950	3264
1362	7723
6101	4330
5212	1317
3563	7764
5241	447
888	6585
3247	7348
1180	7005
2903	6235
2730	484
6426	4458
1539	5019
4424	5910
4284	4367
551	552
5290	473
6904	728
6364	1094
4693	3321
2827	1936
7446	6169
6797	125
7663	8203
7002	2118
8255	4915
790	2358
5678	7575
5128	81
7844	7858
5195	3002
649	1442
1360	5309
5576	5509
1618	265
2153	3779
8413	5661
4406	3683
8159	954
7849	1777
6353	4825
6836	2667
1537	518
6494	352
5969	6915
1843	7145
2418	2372
2497	7659
2128	3265
1177	8310
3027	1430
5374	6991
4981	3422
3490	5738
4390	6145
5822	785
457	7227
85	6312
1338	2009
7957	7225
7161	5531
4665	7249
5530	4492
2421	4152
7753	7248
8270	7215
5978	759
7868	2904
2842	7833
8260	3885
3445	4684
4964	7345
7869	5449
3929	1594
4465	320
3665	744
1493	6432
4603	2032
7103	2260
2670	2512
590	6664
5718	8494
3703	729
5929	509
5798	7900
7665	2034
4839	1838
2975	1976
406	8063
1452	4464
2351	2421
5305	4563
3880	801
2924	3140
3955	5258
2790	755
2365	6689
2097	5117
3745	2418
4752	3629
6165	6822
1454	1016
4270	1665
8491	2729
2806	4849
5028	4904
3402	3833
1247	5012
5740	1788
2661	7802
1126	5115
3927	5516
8330	6048
1926	1836
8296	7473
636	5424
249	5302
2366	5534
8032	5824
7337	6330
2632	1955
7252	102
3866	6437
6104	2292
1172	4676
3933	758
4344	5977
3780	7273
3956	1048
5261	4901
4243	453
3644	5527
7872	3973
923	1062
4960	5857
4544	7634
3305	8007
4835	6074
7217	1024
3077	4154
150	6520
4807	1522
5647	382
4584	1941
7569	8023
2052	8083
1004	7826
3723	3883
3920	8448
5923	594
4509	2692
5125	7595
6172	6469
3860	411
5902	2902
6738	1377
93	428
7262	4567
2362	619
4321	2323
3185	7485
2873	6748
5335	910
5355	1423
3368	3082
6744	5270
5859	5311
8362	6725
3092	5166
5950	4085
3308	4129
22	2500
5000	4771
202	2179
949	1138
2455	6605
5429	4933
2684	6095
6231	6724
5483	1052
5584	4020
2549	4822
7256	6340
1726	4792
7904	3630
314	3240
2034	651
8172	6262
4432	389
8440	7388
5739	3352
4015	4148
4195	6056
1795	6763
8197	6739
7838	2806
238	4575
6783	2483
1446	5367
7603	3818
4513	444
4053	5441
6137	5114
4048	2701
7473	225
2304	6063
8171	6134
4721	7295
6715	4892
3583	8455
1695	1854
7972	6427
7635	6308
4034	7131
1552	644
4510	5383
4464	6889
867	7591
7607	6593
6152	4191
8377	4727
8057	949
7534	7797
4027	6946
5104	8436
7186	5812
3998	7641
7894	650
672	3466
4628	8111
8536	3231
5533	3150
4481	7286
3816	956
6143	6344
8421	1091
7918	8560
3748	830
708	7745
452	2865
4888	2540
5204	2085
4779	1782
3276	2238
3422	3234
446	1888
2666	6612
4770	2006
5014	4430
8261	6090
5491	7411
4255	1198
5914	964
1163	1129
5629	6005
3461	690
2851	8510
665	7971
7437	6862
1715	8334
1515	6091
5751	4651
7551	2731
546	6039
4211	2893
8184	6622
3926	6751
7850	2810
210	1683
6351	2180
6670	6562
8376	255
2673	1645
1597	1256
2462	3515
6903	1981
8374	918
621	1231
7077	4270
4668	5279
4283	1610
4397	5043
7589	7440
5561	1177
7069	7078
1931	1623
2145	1794
5466	7758
5538	7950
7996	5222
2396	8246
3180	2624
7815	7531
909	5409
1680	4267
8211	7738
1826	7619
6150	2414
8000	3305
4505	1932
2028	3217
2804	5690
8298	8149
3650	3201
5747	2588
3717	8094
5142	3487
880	2254
7348	2237
7484	7375
1251	6798
8295	5464
3204	566
7214	1593
7590	6237
5455	2607
2158	6024
5069	706
60	970
5646	3617
1197	3989
1027	5146
4140	4024
7749	4564
4851	8055
4745	5083
1092	1071
2291	3215
4178	8
4830	2341
4661	2727
381	2465
4332	7183
1868	2345
2758	4252
5072	5663
5838	1669
3277	1350
1975	4683
3224	5135
8358	4537
2545	6736
7266	2228
5643	1225
99	6070
5113	6628
7743	1903
3686	1701
1089	5986
8230	572
3709	5668
536	6206
5924	1536
4725	4275
2216	74
920	4722
2030	6910
2853	1881
7804	3006
4006	464
6352	810
6065	5446
6282	5065
844	2475
1661	3260
2385	1886
8012	315
5703	1771
8185	3462
1760	7672
4353	58
2154	7173
5953	3450
6448	691
7380	786
2249	7709
5512	3966
5479	6677
5585	4888
6583	5983
6399	2412
5447	6045
5529	4484
7612	2256
3266	6554
1148	2135
921	286
7704	4532
2671	7642
6698	4779
5962	8243
2146	2367
6742	5219
3404	7757
5134	1208
3912	7390
5211	560
8168	1700
1499	3553
8312	1682
8418	3894
873	3837
4601	4729
462	6502
770	435
7739	3823
3	394
7284	7715
3529	7779
3764	1796
7092	7103
7204	5099
3845	3670
6201	3351
7053	8251
2841	6985
6671	7425
3369	3141
5944	3309
3937	2450
7994	5108
8326	264
398	8292
4811	5942
2174	366
5045	6166
2136	7522
4735	5765
5380	2325
1952	1613
2747	2942
7080	629
5975	5975
4525	6753
1053	8267
1379	1428
5106	7529
4051	868
5547	1263
5675	51
4580	128
8479	792
634	7137
7227	5909
1305	3384
2409	28
3808	809
8136	7955
5431	3254
6148	1074
599	3862
6183	2004
2234	5798
8563	269
555	5385
3784	4304
4916	8341
653	1407
258	1088
2354	247
1494	6192
4683	2021
7346	3276
1734	385
6995	7362
7255	7651
6393	14
3844	5960
5451	6117
8068	289
5063	610
3115	3306
4483	889
8492	7420
6275	8252
4224	2136
4028	1110
82	1265
1710	5615
2282	3526
6541	8496
2568	4644
4244	173
4171	8240
1572	2219
2783	211
6069	959
394	5471
1331	973
5620	4909
6779	4526
1115	1705
5175	5591
6771	8441
2093	8523
7773	5011
6423	1463
3042	5190
4138	5816
1677	649
6264	6215
6486	3725
2191	7995
6664	2079
1891	8235
2022	6010
5513	3316
4540	7789
3250	1637
5683	5620
290	3122
5317	451
6015	6105
1022	4177
6371	5989
7829	1807
474	67
7447	4605
1259	1684
556	408
6591	75
6189	4850
7835	2895
5428	4339
3091	275
8192	3133
2104	3277
6126	86
8510	5644
6789	1970
8282	4898
712	7585
5578	4381
44	991
8214	8145
7540	1341
7920	243
6096	2247
8244	6967
1038	1951
1035	4622
5422	3117
1480	2851
2448	8504
4112	4528
6528	6147
5143	6386
4630	4806
261	924
8088	2882
241	1282
4444	2974
4902	7898
4860	2748
3669	8214
1099	8100
8384	1496
7289	6526
993	7332
2111	446
8235	3374
3272	7953
6939	1987
7057	7639
2309	5445
5124	1690
7211	6567
4461	5213
7584	2684
7761	3383
4429	8019
7325	5344
8525	4268
1869	1144
733	127
182	4765
4348	4424
1029	4895
6949	6685
2918	1433
3084	5712
5224	3679
209	3401
5912	4827
3550	3222
946	8102
8373	4833
5656	8402
7828	4386
3818	2992
4708	6818
512	2570
2639	5923
5213	452
7727	8506
8351	2461
6690	1424
3334	4896
3424	304
4585	1890
5109	1190
1785	1321
8318	4280
3567	227
4654	5897
1370	5518
2911	8360
6798	2112
7343	5127
3470	7888
7602	6737
3948	6644
377	2235
6451	3124
3579	303
6483	7196
7512	6549
1832	3299
5064	8366
6467	6154
8504	3906
6277	5504
2073	137
4347	1721
6367	2674
5390	1063
2225	417
3658	5196
7734	2232
5018	3220
582	8364
4394	8121
1061	1374
2171	7620
7020	6259
3314	6013
3857	3574
4182	5741
4368	5387
1565	8339
7923	2436
3035	4332
4001	8290
3673	2660
8170	4384
7119	162
7808	231
8322	4744
289	155
2380	2340
5663	148
2060	1663
3616	2702
3293	8270
8347	934
8267	695
1629	616
6011	834
5110	3382
1014	4176
4647	5880
4784	1785
7979	5548
748	4995
7901	1451
3969	4159
6091	5963
6916	7403
8080	8080
1352	846
1485	3442
751	7258
4982	4088
8459	5056
5416	3149
914	1218
5096	4921
2993	866
3546	3735
4190	2386
463	443
4168	7062
8193	8164
1005	7710
3061	2939
7997	2591
1361	2344
6914	8218
3261	5744
2874	4327
2769	665
6217	6428
5949	8155
361	7063
3217	3354
2092	5792
3930	2096
5814	3605
6138	5103
7539	7862
3828	7209
7257	8302
918	4073
1444	2770
191	2291
5843	6793
749	3313
639	338
4220	7203
3849	2337
6520	1416
305	5688
7667	6513
3962	5055
2337	6179
6915	3390
2466	1624
5382	567
1763	6485
5316	7476
4610	2750
7857	1822
2056	1636
1771	4180
1316	7559
7587	5715
8408	1958
4715	7981
2024	5316
1915	3367
3495	7954
420	8293
6658	2080
153	2683
2349	2221
7642	2145
8452	7535
680	8483
1169	8547
3800	1182
998	4355
3348	919
7988	6263
6608	2945
4941	5396
7117	7703
5167	3919
6346	6144
7795	5221
5133	3022
6132	8079
7799	4662
3744	4717
2040	7147
5680	6099
5082	3362
7379	5631
6897	5556
5939	3107
4857	871
5349	8191
6622	1308
5145	4635
6026	5345
3359	3518
814	6294
6960	4394
4458	8319
4639	1611
2290	2827
7455	4648
2978	5964
2074	745
8310	19
776	1445
8400	7537
7541	5732
8218	3581
1363	5365
1830	1206
2480	4097
1369	8357
4044	3223
3683	6687
5699	5266
2318	6939
4421	6132
375	1500
8279	1345
8476	1271
7538	6972
1238	1139
2741	5560
3476	5707
4911	2149
5037	6872
2348	7177
2509	1943
757	4615
23	1481
1951	1120
6701	8017
4029	393
6129	4439
834	4445
7964	8241
3752	1532
1787	430
6943	5838
6306	2445
7149	4486
8460	3969
6561	4246
5580	88
957	184
7113	7868
1084	3832
1187	6665
5270	1293
79	4121
8308	2989
6116	7087
6460	3197
1675	4215
1938	6866
5582	8421
6773	1033
3765	1059
6774	5422
2403	3610
705	770
7458	4329
4148	2468
5319	5257
6214	1581
6804	842
3432	5918
917	4885
2970	6201
5800	1054
6999	4906
4859	8558
6008	8114
5399	1017
6655	6230
1517	3175
6617	8507
7507	1813
797	4637
4186	5872
4246	6525
5101	7386
13	6851
7588	7492
8419	395
6858	1897
3486	4924
163	7719
1261	6200
4558	2853
4892	6415
5738	772
2443	1671
3881	4932
1574	806
3739	660
3181	5642
6991	302
2484	397
8243	2109
5091	7899
5749	3365
6685	8306
6462	2402
7432	7924
7982	63
2423	4848
5387	6757
221	4557
3099	4596
5463	5
603	4336
1545	7451
2615	8563
176	2294
6911	129
7703	412
3500	5364
4387	6781
1587	2050
7854	6674
4739	1032
4940	1297
1816	5053
8074	3127
7822	8529
3791	8034
6328	3559
6704	3314
4962	7736
6586	1774
6446	7911
3822	2929
2076	1179
4200	3332
4730	1228
5087	5141
244	6390
4814	5033
7555	2775
7595	8469
260	7436
3000	2523
6945	6639
4356	4306
1402	6433
4671	4153
2619	6138
4161	1748
1549	7277
3796	4368
5657	6451
2917	5517
5247	3396
247	4391
1659	8538
8146	511
231	3580
3111	669
5426	4481
5980	5834
2909	7169
3148	8232
8071	2198
6329	1409
2101	4755
6572	312
6001	2097
587	3038
4486	3250
190	1548
3309	2277
6092	3641
7892	3799
8058	1559
5807	1531
2852	4390
5546	5089
2647	4866
7599	8409
4136	2821
391	6783
7989	2576
8545	1375
2247	712
6688	5641
4203	3860
2026	7526
5015	5059
5694	4977
893	3432
1764	3625
3205	4559
3132	3186
5996	3458
2611	3403
3829	1210
6668	3897
106	7402
4674	2437
6727	2699
8497	6
8378	5771
2206	1749
4790	7112
215	1659
5162	4555
5436	3438
7079	4668
640	1226
8212	705
1712	8148
1514	3411
2621	7053
8174	5096
7282	7278
7976	3747
2864	3337
7052	6404
7471	3392
7930	3078
1151	962
2869	7759
3679	6171
2723	2610
1564	7829
6598	7543
3660	6289
4919	5405
7231	7755
8120	1666
4024	1504
1541	4549
5835	2954
8435	2782
8130	5269
629	8407
5905	6315
7025	6667
5219	3546
6342	2142
5882	2522
2114	6073
3275	3947
3072	4681
7882	33
5051	4208
5799	639
7746	6701
1301	7573
8552	4059
228	5263
775	2317
6946	7060
2796	4017
8188	8059
3100	4689
5842	4009
4032	6850
8383	7856
3005	8517
5887	4076
5250	8129
3098	3091
6060	2474
2295	471
5655	1163
932	8495
4704	2829
1792	2987
5236	1125
1522	5827
5915	615
8541	6832
6509	3081
1774	3689
5922	808
3001	7769
6358	8081
3877	4657
4987	5825
7715	6307
6141	98
8368	6423
2437	5371
5959	5228
3947	6845
7349	7996
1433	6691
3299	8088
2920	1786
895	5974
1925	7804
6786	5498
606	7741
1154	5231
1603	7656
6004	5423
4985	4455
3045	8046
6732	6453
7463	7432
5764	7806
7430	8351
5587	1849
4349	3920
4245	3480
5906	7512
7779	7301
8512	1689
8072	5120
6276	1699
6491	7952
2167	8338
2440	2466
2802	1693
4961	495
7245	358
2138	4333
3949	6288
5461	6231
7248	5339
476	7664
3206	1421
4511	343
1569	2874
4848	6769
1280	461
2706	6030
2883	3808
3473	3105
8266	5250
2241	8514
4506	6125
7301	7653
5713	4251
5972	8536
7974	3252
7905	5295
1894	4687
6613	7004
2782	4724
4873	5443
1040	214
7006	1075
7329	5178
6336	1985
3142	223
8309	7895
2224	7747
6950	3325
2353	4132
3480	658
5649	6470
