0	3455
1	2081
2	1372
3	3971
4	2509
5	57
6	4320
7	3390
8	2265
9	3108
10	2772
11	4439
12	2594
13	3874
14	3812
15	271
16	762
17	2221
18	490
19	3213
20	2458
21	0
22	1706
23	1649
24	326
25	597
26	3258
27	3120
28	3539
29	3025
30	3529
31	535
32	615
33	2054
34	2571
35	1099
36	3100
37	3305
38	2688
39	2696
40	4026
41	997
42	3940
43	2970
44	3894
45	3158
46	2514
47	2429
48	573
49	1748
50	2792
51	2763
52	2128
53	1015
54	4063
55	1067
56	72
57	4095
58	2997
59	1410
60	3583
61	3259
62	1636
63	1968
64	2663
65	1753
66	2184
67	3678
68	4455
69	2528
70	3293
71	1893
72	3106
73	2803
74	91
75	2744
76	4382
77	33
78	990
79	3820
80	2453
81	1044
82	147
83	2255
84	455
85	4127
86	132
87	2086
88	1028
89	2992
90	2080
91	2823
92	266
93	4184
94	2041
95	2660
96	2416
97	4175
98	1605
99	2511
100	3702
101	1550
102	3399
103	3257
104	3089
105	4261
106	2981
107	3153
108	4474
109	2276
110	3056
111	3788
112	4096
113	1321
114	810
115	4144
116	2597
117	1035
118	4231
119	4
120	1719
121	2318
122	2550
123	2841
124	776
125	2724
126	129
127	2434
128	2420
129	3362
130	1385
131	449
132	2060
133	2682
134	1578
135	3033
136	2091
137	3271
138	112
139	3596
140	1357
141	1062
142	2305
143	1254
144	2450
145	1452
146	2540
147	2245
148	3537
149	3420
150	2171
151	3612
152	4150
153	4165
154	3222
155	4003
156	1140
157	4434
158	304
159	3017
160	928
161	4101
162	1277
163	3511
164	2698
165	1489
166	88
167	3364
168	1463
169	2447
170	1620
171	3857
172	1406
173	1470
174	2042
175	2504
176	335
177	2956
178	3715
179	22
180	7
181	2747
182	1898
183	739
184	217
185	2984
186	3323
187	1013
188	3026
189	1837
190	2121
191	3884
192	3926
193	3398
194	185
195	1896
196	2161
197	610
198	2818
199	804
200	826
201	677
202	901
203	920
204	4085
205	3093
206	4487
207	1728
208	4470
209	3382
210	584
211	1763
212	3473
213	3064
214	1810
215	1863
216	3758
217	1260
218	1483
219	642
220	2880
221	4116
222	3723
223	2180
224	4359
225	3016
226	1497
227	1017
228	868
229	3279
230	3344
231	764
232	1828
233	3045
234	671
235	337
236	3605
237	613
238	659
239	971
240	403
241	2023
242	4371
243	285
244	1194
245	197
246	461
247	1373
248	1468
249	3992
250	2670
251	127
252	15
253	4203
254	470
255	3233
256	1909
257	917
258	3688
259	184
260	1523
261	3236
262	1176
263	1984
264	985
265	3833
266	60
267	3489
268	2282
269	3419
270	4523
271	2608
272	3060
273	73
274	1520
275	4332
276	113
277	3948
278	24
279	786
280	121
281	4083
282	3912
283	4137
284	3151
285	4423
286	3206
287	4307
288	3058
289	1228
290	3359
291	4040
292	651
293	4374
294	2662
295	368
296	1221
297	4480
298	2365
299	551
300	3173
301	967
302	1548
303	2269
304	3078
305	1312
306	69
307	153
308	3129
309	4290
310	1517
311	4279
312	2134
313	1039
314	3831
315	2486
316	2290
317	1158
318	4520
319	1438
320	2968
321	347
322	4011
323	2998
324	2313
325	4549
326	419
327	13
328	4448
329	2300
330	3021
331	1375
332	3490
333	2292
334	2045
335	3226
336	2833
337	1143
338	1376
339	1559
340	3564
341	2074
342	4082
343	1532
344	1537
345	4528
346	1777
347	3019
348	2326
349	322
350	4385
351	162
352	3084
353	3285
354	3665
355	4379
356	2367
357	4156
358	3453
359	3001
360	3896
361	501
362	3836
363	3773
364	2352
365	1269
366	1179
367	566
