861	5100
1385	73
56	81
4448	71
4725	94
2389	76
5210	89
1208	82
1108	61
3084	84
5176	79
2230	93
1055	21
4425	85
4475	55
849	99
4732	2591
4129	90
2765	72
5136	53
1637	70
3583	57
4486	63
4696	56
632	52
3235	66
1677	77
1682	54
1681	64
3625	83
3280	4935
2388	150
3829	3439
2825	3189
1858	3432
4483	3425
1001	3442
535	3420
952	3441
3406	3449
2234	3418
4107	3453
3413	3427
2997	3422
2162	3423
4994	3421
4633	3443
1796	3428
1673	3426
803	3702
789	4887
5200	4224
2885	147
531	4279
3412	202
4504	3879
2581	4124
2670	3780
1642	4246
3689	3835
300	4146
2836	3746
4332	3724
997	3913
4059	4312
600	4024
2722	3968
912	4168
3971	3924
4063	4179
3518	4090
2089	3824
957	4135
3642	4190
505	3946
1957	4057
5017	3990
2532	4290
262	4987
2979	3802
1964	2879
1153	4201
3774	3735
4780	2957
4061	3857
4554	3757
1649	4301
4074	3868
3321	4157
2239	4068
616	4235
1350	4079
4417	4013
2384	3979
2281	3935
4745	3813
2399	4212
2474	3112
3628	557
5159	5209
