10056	-0.001646488904953003 0.004406427498906851 0.0025525970850139856 -0.0002971214125864208 0.0016871270490810275 0.0013057210016995668 0.0003597525355871767 -0.0020681265741586685 0.003545531304553151 -0.004077510442584753 -0.00697189848870039 0.0016905447700992227 -0.005507315509021282 -0.010159078985452652 -0.006819427013397217 -0.003658860921859741 0.0011827347334474325 0.004844644106924534 -0.0008992914808914065 0.0024358604568988085 -0.009886186569929123 0.004608842544257641 -0.003783072577789426 0.008717342279851437 0.0011878563091158867 0.001358108245767653 -0.0011607935884967446 -0.0006823042640462518 0.001930795144289732 -0.0029991131741553545 0.0030418294481933117 0.0062716323882341385
1006	-0.0022891166154295206 0.006126264110207558 0.0035488801077008247 -0.0004130884481128305 0.0023456155322492123 0.0018153460696339607 0.000500164576806128 -0.002875319914892316 0.004929358139634132 -0.005668969824910164 -0.009693043306469917 0.002350367372855544 -0.007656830362975597 -0.014124184846878052 -0.009481060318648815 -0.005086920689791441 0.0016443581553176045 0.006735517177730799 -0.0012502864701673388 0.003386580850929022 -0.013744781725108624 0.006407681852579117 -0.005259612575173378 0.012119735591113567 0.0016514785820618272 0.0018881801515817642 -0.0016138532664626837 -0.0009486087947152555 0.002684387844055891 -0.0041696722619235516 0.004229060839861631 0.008719461038708687
10062	-0.0027535196859389544 0.007369126658886671 0.004268857184797525 -0.0004968934808857739 0.002821480855345726 0.002183633390814066 0.000601635139901191 -0.003458648920059204 0.005929398816078901 -0.006819059140980244 -0.011659514158964157 0.002827196614816785 -0.00921020470559597 -0.01698961853981018 -0.011404524557292461 -0.00611892668530345 0.001977956388145685 0.00810198113322258 -0.0015039376448839903 0.00407363148406148 -0.016533244401216507 0.007707636803388596 -0.006326653063297272 0.014578519389033318 0.0019865212962031364 0.0022712433710694313 -0.0019412628607824445 -0.001141057233326137 0.0032289812806993723 -0.005015591625124216 0.005087028723210096 0.010488416068255901
1008	-0.004861681256443262 0.013011107221245766 0.007537197787314653 -0.0008773271692916751 0.004981675185263157 0.003855476388707757 0.0010622617555782199 -0.006106674205511808 0.010469090193510056 -0.012039895169436932 -0.020586321130394936 0.004991766531020403 -0.016261760145425797 -0.029997285455465317 -0.02013610675930977 -0.010803725570440292 0.0034923276398330927 0.0143050542101264 -0.002655388554558158 0.0071925027295947075 -0.029191501438617706 0.013608790934085846 -0.011170491576194763 0.025740187615156174 0.003507450455799699 0.004010162781924009 -0.0034275406505912542 -0.00201467820443213 0.0057011679746210575 -0.008855650201439857 0.008981782011687756 0.01851860247552395
10081	-0.0017342675710096955 0.004641345702111721 0.0026886826381087303 -0.00031296175438910723 0.0017770722042769194 0.0013753323582932353 0.0003789318725466728 -0.002178383758291602 0.0037345527671277523 -0.004294893238693476 -0.00734358886256814 0.0017806719988584518 -0.005800924263894558 -0.010700685903429985 -0.007182987406849861 -0.0038539241068065166 0.0012457894627004862 0.005102924536913633 -0.0009472349775023758 0.0025657224468886852 -0.010413244366645813 0.004854551982134581 -0.003984757699072361 0.00918208621442318 0.0012511839158833027 0.0014305124059319496 -0.0012226784601807594 -0.0007186796283349395 0.002033730736002326 -0.003159003332257271 0.00320399715565145 0.006605989299714565
10096	-0.008641225285828114 0.023126136511564255 0.013396726921200752 -0.0015593746211379766 0.00885450467467308 0.0068527814000844955 0.0018880798015743494 -0.010854093357920647 0.018607918173074722 -0.02139989100396633 -0.03659043461084366 0.008872441947460175 -0.02890389785170555 -0.05331762880086899 -0.03579021990299225 -0.0192027036100626 0.006207315716892481 0.025426018983125687 -0.004719727672636509 0.012784061953425407 -0.05188541114330292 0.024188468232750893 -0.019854599609971046 0.045750997960567474 0.0062341950833797455 0.007127723190933466 -0.006092162802815437 -0.0035809194669127464 0.010133340954780579 -0.0157401654869318 0.01596435345709324 0.03291524201631546
1010	-0.032435961067676544 0.004796579480171204 0.01016247645020485 0.00849809218198061 -0.04517544060945511 -0.0013405114877969027 -0.020963340997695923 -0.06279997527599335 0.04063067212700844 0.06908483058214188 -0.026570038869976997 0.047816041857004166 -0.01787293329834938 0.047978274524211884 -0.005685732234269381 -0.023352494463324547 0.015277964994311333 0.028532056137919426 0.0030990533996373415 0.0004339811857789755 -0.054800063371658325 -0.01715443842113018 -0.027994073927402496 0.023762471973896027 -0.0826580747961998 -0.01959923654794693 -0.026828056201338768 -0.07118778675794601 0.03135974332690239 -0.018437590450048447 6.625361129408702e-05 -0.02379012294113636
10113	-0.005419733002781868 0.014504598453640938 0.008402361534535885 -0.0009780318941920996 0.005553501192480326 0.004298030398786068 0.0011841943487524986 -0.006807634141296148 0.011670793406665325 -0.013421905227005482 -0.02294933795928955 0.005564751103520393 -0.018128380179405212 -0.03344055265188217 -0.02244744636118412 -0.012043839320540428 0.003893197514116764 0.015947071835398674 -0.002960189711302519 0.008018100634217262 -0.03254226967692375 0.015170887112617493 -0.012452705763280392 0.028694797307252884 0.003910055849701166 0.004470472689718008 -0.003820973914116621 -0.0022459349129348993 0.006355581805109978 -0.009872153401374817 0.010012762621045113 0.020644275471568108
10115	-0.0005722790956497192 0.0015315659111365676 0.0008872200269252062 -0.00010327210475225002 0.0005864038830623031 0.0004538365174084902 0.000125041144201532 -0.000718829920515418 0.001232339534908533 -0.001417242456227541 -0.0024232608266174793 0.0005875917850062251 -0.0019142073579132557 -0.0035310459788888693 -0.002370265079662204 -0.0012717300560325384 0.00041108953882940114 0.0016838791780173779 -0.0003125716175418347 0.0008466452127322555 -0.0034361951984465122 0.0016019204631447792 -0.0013149030273780227 0.003029933664947748 0.00041286967461928725 0.0004720450087916106 -0.0004034633166156709 -0.00023715218412689865 0.0006710969610139728 -0.001042417949065566 0.001057265093550086 0.0021798652596771717
10116	-0.0006007679039612412 0.0016078093321993947 0.0009313869522884488 -0.0001084131290554069 0.0006155958399176598 0.0004764291225001216 0.00013126585690770298 -0.0007546142442151904 0.0012936870334669948 -0.0014877945650368929 -0.002543893875554204 0.0006168428808450699 -0.002009499119594693 -0.0037068261299282312 -0.0024882599245756865 -0.0013350385706871748 0.00043155410094186664 0.0017677049618214369 -0.0003281318349763751 0.0008887923322618008 -0.0036072535440325737 0.0016816661227494478 -0.001380360685288906 0.003180768107995391 0.0004334228578954935 0.000495544052682817 -0.00042354827746748924 -0.0002489579492248595 0.0007045050151646137 -0.001094310893677175 0.0011098971590399742 0.0022883815690875053
10117	72.8952865600586 -119.19146728515625 -122.45672607421875 18.182147979736328 -22.453012466430664 -46.31364059448242 -32.320804595947266 94.67288970947266 -87.62387084960938 155.95785522460938 277.8103332519531 -45.81901931762695 162.787841796875 331.0676574707031 182.62095642089844 114.7953872680664 -63.088836669921875 -118.88094329833984 43.36130142211914 -71.92745208740234 343.80145263671875 -150.8823699951172 146.8358612060547 -313.4942626953125 -59.01578140258789 -0.6200876235961914 24.657001495361328 -34.699440002441406 -63.44768524169922 148.84866333007812 -137.6917724609375 -171.60740661621094
1013	-0.0005006399005651474 0.0013398410519585013 0.0007761557935737073 -9.034427057486027e-05 0.0005129965720698237 0.00039702426875010133 0.00010938821651507169 -0.000628845184110105 0.0010780724696815014 -0.0012398287653923035 -0.002119911601766944 0.0005140357534401119 -0.0016745825996622443 -0.0030890218913555145 -0.002073549898341298 -0.001112532103434205 0.0003596284077502787 0.0014730874681845307 -0.0002734431764110923 0.0007406602380797267 -0.003006044775247574 0.0014013884356245399 -0.0011503006098791957 0.0026506399735808372 0.0003611856955103576 0.0004129533772356808 -0.00035295687848702073 -0.00020746493828482926 0.0005870875320397317 -0.0009119257447309792 0.0009249143186025321 0.001906984718516469
10130	-0.0075403256341814995 0.02017984911799431 0.011689973995089531 -0.0013607089640572667 0.007726432755589485 0.005979730747640133 0.001647536875680089 -0.009471273049712181 0.016237255185842514 -0.018673526123166084 -0.031928785145282745 0.007742084562778473 -0.02522151544690132 -0.04652491584420204 -0.031230513006448746 -0.016756262630224228 0.005416498519480228 0.022186722606420517 -0.004118430428206921 0.01115536130964756 -0.045275166630744934 0.021106835454702377 -0.017325107008218765 0.039922282099723816 0.005439952947199345 0.006219645496457815 -0.005316015798598528 -0.003124707378447056 0.0088423453271389 -0.013734854757785797 0.013930480927228928 0.02872181311249733
10133	0.010842236690223217 -0.007429066579788923 0.06026560813188553 0.001303165452554822 -0.04817896708846092 0.074696846306324 -0.0471251979470253 -0.002540913177654147 -0.04635554179549217 -0.04301479458808899 0.02974594384431839 0.05206873267889023 0.07084570080041885 0.04832262918353081 0.014992284588515759 0.02648031711578369 0.07821396738290787 0.039591822773218155 -0.09865909069776535 -0.005174948833882809 -0.09835439920425415 0.03474322706460953 -0.010841895826160908 -0.047669123858213425 0.057998280972242355 -0.03369457647204399 -0.04883440583944321 0.03772113099694252 -0.020047999918460846 -0.11745788902044296 0.030152879655361176 -0.039070919156074524
10134	-0.0005006399005651474 0.0013398410519585013 0.0007761557935737073 -9.034427057486027e-05 0.0005129965720698237 0.00039702426875010133 0.00010938821651507169 -0.000628845184110105 0.0010780724696815014 -0.0012398287653923035 -0.002119911601766944 0.0005140357534401119 -0.0016745825996622443 -0.0030890218913555145 -0.002073549898341298 -0.001112532103434205 0.0003596284077502787 0.0014730874681845307 -0.0002734431764110923 0.0007406602380797267 -0.003006044775247574 0.0014013884356245399 -0.0011503006098791957 0.0026506399735808372 0.0003611856955103576 0.0004129533772356808 -0.00035295687848702073 -0.00020746493828482926 0.0005870875320397317 -0.0009119257447309792 0.0009249143186025321 0.001906984718516469
1014	-0.0027863658033311367 0.007457030937075615 0.004319779574871063 -0.0005028208834119141 0.0028551381547003984 0.00220968178473413 0.0006088120280764997 -0.00349990651011467 0.006000129505991936 -0.006900402717292309 -0.011798597872257233 0.0028609219007194042 -0.009320071898400784 -0.017192287370562553 -0.011540567502379417 -0.0061919186264276505 0.0020015512127429247 0.008198628202080727 -0.00152187782805413 0.004122225567698479 -0.016730468720197678 0.0077995797619223595 -0.006402122788131237 0.014752424322068691 0.00201021833345294 0.0022983369417488575 -0.001964419847354293 -0.001154668745584786 0.00326749961823225 -0.005075422115623951 0.005147711373865604 0.01061353087425232
10148	0.008109167218208313 -0.003258013864979148 0.05350641533732414 -0.0005982380826026201 -0.04221155121922493 0.06997675448656082 -0.042280878871679306 -0.004963539075106382 -0.03991938382387161 -0.036261726170778275 0.028546739369630814 0.044954076409339905 0.06572222709655762 0.044020313769578934 0.009992050006985664 0.023948468267917633 0.06988569349050522 0.03981596231460571 -0.09220428764820099 -0.0025843395851552486 -0.08779220283031464 0.034067243337631226 -0.00891478918492794 -0.038731787353754044 0.049026958644390106 -0.03215811401605606 -0.04624636098742485 0.0315568745136261 -0.01610390469431877 -0.10741076618432999 0.027008498087525368 -0.03316424414515495
10153	-0.003546284046024084 0.009490766562521458 0.005497901234775782 -0.0006399538833647966 0.0036338120698928833 0.0028123222291469574 0.0007748516509309411 -0.004454426467418671 0.0076365284621715546 -0.008782329969108105 -0.015016397461295128 0.003641173243522644 -0.011861909180879593 -0.021881092339754105 -0.014687994495034218 -0.007880622521042824 0.0025474284775555134 0.010434618219733238 -0.00193693523760885 0.0052464683540165424 -0.02129332348704338 0.00992673821747303 -0.008148156106472015 0.018775813281536102 0.0025584595277905464 0.0029251561500132084 -0.0025001708418130875 -0.0014695783611387014 0.004158635623753071 -0.006459627766162157 0.006551632657647133 0.013508129864931107
10154	-0.0035453964956104755 -0.01303655281662941 0.01375807635486126 0.006824585609138012 -0.010914753191173077 -0.00994354858994484 -0.010279929265379906 0.009145333431661129 -0.009880969300866127 -0.012863239273428917 -0.01839294843375683 0.00588070135563612 -0.018055176362395287 -0.016261983662843704 0.006290967110544443 -0.00758878979831934 0.0033709111157804728 -0.0008138052653521299 -0.0021206261590123177 -0.001588351558893919 -0.022797241806983948 0.0040626428090035915 -0.02071213722229004 0.0038252901285886765 0.0102248415350914 -0.0018196683377027512 -0.0003335980582050979 0.016529111191630363 -0.005484257824718952 -0.0011247805086895823 0.016753094270825386 0.00040223338874056935
10158	-0.003704735543578863 0.009914823807775974 0.0057435533963143826 -0.0006685476400889456 0.0037961744237691164 0.002937979530543089 0.0008094728109426796 -0.0046534547582268715 0.007977737113833427 -0.00917473342269659 -0.01568734645843506 0.0038038648199290037 -0.012391911819577217 -0.022858761250972748 -0.015344270505011082 -0.008232737891376019 0.0026612502988427877 0.010900847613811493 -0.0020234796684235334 0.005480885971337557 -0.022244730964303017 0.010370275005698204 -0.008512224070727825 0.01961473748087883 0.002672774251550436 0.003055855166167021 -0.0026118808891624212 -0.0015352406771853566 0.004344447515904903 -0.006748250685632229 0.00684436596930027 0.014111687429249287
10162	41.33386993408203 -67.58600616455078 -69.43663787841797 10.309786796569824 -12.732083320617676 -26.261377334594727 -18.326725006103516 53.682411193847656 -49.686134338378906 88.43315887451172 157.52732849121094 -25.981088638305664 92.3065414428711 187.72677612304688 103.55292510986328 65.0929946899414 -35.7732048034668 -67.41012573242188 24.587158203125 -40.78544235229492 194.94696044921875 -85.55549621582031 83.26067352294922 -177.76162719726562 -33.46369934082031 -0.3522161543369293 13.981550216674805 -19.674991607666016 -35.97701644897461 84.401611328125 -78.075439453125 -97.3077621459961
10163	-0.0027830745093524456 0.007448222488164902 0.004314676858484745 -0.0005022268742322922 0.0028517653699964285 0.0022070715203881264 0.0006080928142182529 -0.003495772136375308 0.005993042606860399 -0.006892251782119274 -0.011784661561250687 0.002857542596757412 -0.009309062734246254 -0.01717197895050049 -0.011526934802532196 -0.0061846040189266205 0.0019991868175566196 0.008188944309949875 -0.0015200800262391567 0.004117356147617102 -0.016710706055164337 0.007790366653352976 -0.006394560448825359 0.014734998345375061 0.002007843693718314 0.0022956219036132097 -0.0019620994571596384 -0.0011533048236742616 0.0032636397518217564 -0.0050694262608885765 0.005141630303114653 0.01060099434107542
10178	-0.0007357873837463558 0.0019691560883075 0.001140711479820311 -0.00013277842663228512 0.0007539478247053921 0.000583504093810916 0.00016076718748081475 -0.0009242099476978183 0.0015844365116208792 -0.001822168822400272 -0.00311562092974782 0.0007554751355201006 -0.0024611237458884716 -0.004539916291832924 -0.0030474835075438023 -0.0016350816003978252 0.0005285437218844891 0.002164987614378333 -0.0004018777690362185 0.0010885437950491905 -0.004417965188622475 0.0020596119575202465 -0.0016905897064134479 0.003895629197359085 0.0005308323889039457 0.0006069149821996689 -0.0005187385831959546 -0.0003049099468626082 0.0008628389332443476 -0.001340251648798585 0.0013593409676104784 0.002802683738991618
10180	-0.0007357873837463558 0.0019691560883075 0.001140711479820311 -0.00013277842663228512 0.0007539478247053921 0.000583504093810916 0.00016076718748081475 -0.0009242099476978183 0.0015844365116208792 -0.001822168822400272 -0.00311562092974782 0.0007554751355201006 -0.0024611237458884716 -0.004539916291832924 -0.0030474835075438023 -0.0016350816003978252 0.0005285437218844891 0.002164987614378333 -0.0004018777690362185 0.0010885437950491905 -0.004417965188622475 0.0020596119575202465 -0.0016905897064134479 0.003895629197359085 0.0005308323889039457 0.0006069149821996689 -0.0005187385831959546 -0.0003049099468626082 0.0008628389332443476 -0.001340251648798585 0.0013593409676104784 0.002802683738991618
10183	-0.0013016638113185763 0.0034835869446396828 0.0020180051214993 -0.00023489509476348758 0.0013337910640984774 0.0010322630405426025 0.00028440935420803726 -0.0016349975485354662 0.002802988514304161 -0.003223555162549019 -0.005511770024895668 0.0013364929473027587 -0.004353914875537157 -0.008031456731259823 -0.005391229875385761 -0.0028925836086273193 0.0009350338950753212 0.0038300275336951017 -0.0007109522703103721 0.0019257166422903538 -0.007815715856850147 0.0036436100490391254 -0.0029907813295722008 0.006891664117574692 0.000939082819968462 0.0010736787226051092 -0.0009176878375001252 -0.0005394088802859187 0.0015264275716617703 -0.0023710071109235287 0.0024047773331403732 0.004958160221576691
10186	-0.0006007679039612412 0.0016078093321993947 0.0009313869522884488 -0.0001084131290554069 0.0006155958399176598 0.0004764291225001216 0.00013126585690770298 -0.0007546142442151904 0.0012936870334669948 -0.0014877945650368929 -0.002543893875554204 0.0006168428808450699 -0.002009499119594693 -0.0037068261299282312 -0.0024882599245756865 -0.0013350385706871748 0.00043155410094186664 0.0017677049618214369 -0.0003281318349763751 0.0008887923322618008 -0.0036072535440325737 0.0016816661227494478 -0.001380360685288906 0.003180768107995391 0.0004334228578954935 0.000495544052682817 -0.00042354827746748924 -0.0002489579492248595 0.0007045050151646137 -0.001094310893677175 0.0011098971590399742 0.0022883815690875053
10211	-0.005464924033731222 0.014625540003180504 0.008472421206533909 -0.0009861869039013982 0.005599807016551495 0.004333867691457272 0.001194068230688572 -0.0068643968552351 0.011768107302486897 -0.013533818535506725 -0.023140693083405495 0.005611150525510311 -0.018279537558555603 -0.03371938318014145 -0.022634616121649742 -0.01214426290243864 0.003925659693777561 0.016080042347311974 -0.0029848720878362656 0.008084956556558609 -0.03281361237168312 0.015297384932637215 -0.012556539848446846 0.0289340578019619 0.00394265865907073 0.004507747944444418 -0.0038528339937329292 -0.0022646617144346237 0.006408574990928173 -0.00995446927845478 0.010096250101923943 0.020816411823034286
1023	-0.01602882146835327 0.042897243052721024 0.024849917739629745 -0.0028925221413373947 0.01642443612217903 0.012711391784250736 0.0035022455267608166 -0.020133525133132935 0.034516286104917526 -0.03969518467783928 -0.06787249445915222 0.016457710415124893 -0.053614549338817596 -0.09890017658472061 -0.06638814508914948 -0.03561956435441971 0.011514103040099144 0.04716334491968155 -0.008754738606512547 0.023713471367955208 -0.09624351561069489 0.04486778378486633 -0.03682878613471985 0.08486464619636536 0.011563960462808609 0.013221388682723045 -0.01130050141364336 -0.0066423360258340836 0.018796581774950027 -0.02919682115316391 0.029612669721245766 0.06105528771877289
10235	-0.007568964269012213 0.020256493240594864 0.0117343720048666 -0.0013658771058544517 0.007755778729915619 0.006002442911267281 0.0016537944320589304 -0.009507246315479279 0.016298925504088402 -0.0187444519251585 -0.03205005079507828 0.007771490141749382 -0.02531730942428112 -0.046701617538928986 -0.03134912997484207 -0.01681990548968315 0.00543707050383091 0.022270990535616875 -0.004134072456508875 0.011197730898857117 -0.04544712230563164 0.02118700183928013 -0.017390910536050797 0.04007390886545181 0.005460614804178476 0.0062432680279016495 -0.005336206406354904 -0.0031365754548460245 0.008875928819179535 -0.013787021860480309 0.013983390294015408 0.02883089706301689
1024	-0.000981049844995141 0.002625541528686881 0.0015209486009553075 -0.00017703790217638016 0.0010052637662738562 0.0007780054584145546 0.00021435624512378126 -0.0012322799302637577 0.00211258209310472 -0.002429558429867029 -0.004154161084443331 0.0010073002194985747 -0.0032814983278512955 -0.006053221877664328 -0.0040633114986121655 -0.0021801088005304337 0.0007047249237075448 0.002886650152504444 -0.0005358370253816247 0.001451391726732254 -0.005890620406717062 0.0027461491990834475 -0.002254119608551264 0.005194172263145447 0.0007077765185385942 0.0008092200150713325 -0.0006916514248587191 -0.00040654660551808774 0.0011504519497975707 -0.0017870021983981133 0.0018124545458704233 0.0037369115743786097
10243	-0.01462462916970253 0.039139263331890106 0.02267296239733696 -0.0026391251012682915 0.014985587447881699 0.011597821488976479 0.003195434110239148 -0.01836974360048771 0.03149251639842987 -0.036217719316482544 -0.06192657724022865 0.015015944838523865 -0.04891768842935562 -0.09023609757423401 -0.06057227402925491 -0.03249914199113846 0.010505418293178082 0.043031640350818634 -0.007987786084413528 0.02163607068359852 -0.08781218528747559 0.04093717411160469 -0.033602431416511536 0.07743014395236969 0.01055090967565775 0.01206314004957676 -0.010310530662536621 -0.00606043916195631 0.017149925231933594 -0.0266390573233366 0.027018476277589798 0.05570659041404724
10246	-0.0025031997356563807 0.006699205841869116 0.0038807792589068413 -0.0004517213674262166 0.002564982743933797 0.0019851215183734894 0.0005469410680234432 -0.0031442262697964907 0.005390362814068794 -0.006199144758284092 -0.010599558241665363 0.002570179058238864 -0.008372913114726543 -0.015445110388100147 -0.010367750190198421 -0.005562660750001669 0.0017981422133743763 0.007365437224507332 -0.0013672159984707832 0.003703301539644599 -0.01503022387623787 0.007006942294538021 -0.0057515031658113 0.013253199867904186 0.0018059286521747708 0.002064766827970743 -0.0017647844506427646 -0.0010373247787356377 0.0029354379512369633 -0.004559628665447235 0.004624571651220322 0.009534924291074276
10247	-0.002403071615844965 0.006431237328797579 0.0037255478091537952 -0.00043365248711779714 0.002462383359670639 0.0019057163735851645 0.0005250634276308119 -0.0030184569768607616 0.005174748133867979 -0.005951178725808859 -0.010175575502216816 0.002467371756210923 -0.008037996478378773 -0.0148273054510355 -0.009953039698302746 -0.005340154282748699 0.0017262164037674665 0.0070708198472857475 -0.0013125273399055004 0.003555169329047203 -0.014429014176130295 0.006726664490997791 -0.005521442741155624 0.012723071500658989 0.001733691431581974 0.001982176210731268 -0.0016941929934546351 -0.000995831796899438 0.0028180202934890985 -0.0043772435747087 0.004439588636159897 0.009153527207672596
1025	-0.0014017918147146702 0.0037515549920499325 0.0021732361055910587 -0.0002529639459680766 0.0014363903319463134 0.0011116678360849619 0.00030628699460066855 -0.0017607666086405516 0.0030186031945049763 -0.0034715207293629646 -0.005935752298682928 0.0014393000165000558 -0.0046888310462236404 -0.008649260737001896 -0.00580593990162015 -0.0031150898430496454 0.0010069595882669091 0.00412464514374733 -0.000765640870667994 0.002073848620057106 -0.008416924625635147 0.003923887386918068 -0.003220841521397233 0.0074217915534973145 0.001011319924145937 0.0011562694562599063 -0.0009882792364805937 -0.0005809018039144576 0.0016438449965789914 -0.0025533922016620636 0.0025897601153701544 0.005339556839317083
